index,logic_type,logic_subtype,logic_type_code,Premise,Hypothesis,Label
1972,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Julius Caesar was a politician.. When Julius Caesar was assassinated, he died.. When Julius Caesar died, there was a protest.. When Julius Caesar did not die, it is an exception to this rule.","When Julius Caesar was assassinated, he did not die, and there was a protest.",False
1973,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When a dragon is angry, it will usually breathe fire.. When a dragon breathes fire, plants are killed.. When a dragon does not breathe fire, it is an exception to this rule.","When a dragon is angry, then breathes fire, plants will die.",True
1974,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When a dragon is angry, it will usually breathe fire.. When a dragon breathes fire, plants are killed.. When a dragon does not breathe fire, it is an exception to this rule.","When a dragon is angry, then does not breathe fire, plants will die.",False
1975,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When a dragon is angry, it will usually breathe fire.. When a dragon breathes fire, plants are killed.. When a dragon does not breathe fire, it is an exception to this rule.","When a dragon is angry, then breathes fire, plants will not die.",False
1976,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When a dragon is angry, it will usually breathe fire.. When a dragon breathes fire, plants are killed.. When a dragon does not breathe fire, it is an exception to this rule.","When a dragon is not angry, then it will not breathe fire, and plants will not die.",True
1977,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When a dragon is angry, it will usually breathe fire.. When a dragon breathes fire, plants are killed.. When a dragon does not breathe fire, it is an exception to this rule.","When a dragon is not angry, then it will not breathe fire, and plants will die.",False
1978,First-Order Logic,Universal Generalization,F1,All calicos are felines.. All felines are animals.,All calicos are animals.,True
1979,First-Order Logic,Universal Generalization,F1,All tigers are cats.. All cats are aggressive.,All tigers are aggressive,True
1980,First-Order Logic,Universal Generalization,F1,Sharks can swim in water.. Sharks are fish.,All fish can swim in water.,False
1981,First-Order Logic,Universal Generalization,F1,MacBook Pros are a type of laptop.. All laptops can perform complicated mathematical operations.,MacBook Pros can perform complicated mathematical operations.,True
1982,First-Order Logic,Universal Generalization,F1,All iPhone's are a type of smartphone.. All smartphones have a speaker.,All iPhones have a speaker.,True
1983,First-Order Logic,Universal Generalization,F1,All dogs are mammals.. All mammals have four legs.,All dogs have four legs.,True
1984,First-Order Logic,Universal Generalization,F1,Some dogs are small.. All small animals are cute.,Some dogs are cute.,True
1985,First-Order Logic,Universal Generalization,F1,Penguins are birds.. All birds can fly.,Penguins can fly.,False
1986,First-Order Logic,Universal Generalization,F1,All cats are animals.. Some animals are friendly.,Some cats are friendly.,True
1987,First-Order Logic,Universal Generalization,F1,No dogs are lizards.. All lizards are reptiles.,No dogs are reptiles.,True
1988,First-Order Logic,Universal Generalization,F1,All A's are B's.. All B's are C's.,All A's are C's.,True
1989,First-Order Logic,Universal Generalization,F1,All dogs are animals.. No animals are cats.,No dogs are cats.,True
1990,First-Order Logic,Universal Generalization,F1,Some dogs are brown.. Some brown things are cats.,Some dogs are cats.,False
1991,First-Order Logic,Universal Generalization,F1,All dogs are animals.. All animals have four legs.,All dogs have four legs.,True
1992,First-Order Logic,Universal Generalization,F1,No dogs are cats.. All cats are animals.,No dogs are animals.,False
1993,First-Order Logic,Universal Generalization,F1,All suns are stars.. All stars are hot.,All suns are hot.,True
1994,First-Order Logic,Universal Generalization,F1,All dogs are animals.. All animals are living.,All dogs are living.,True
1995,First-Order Logic,Universal Generalization,F1,All dogs are animals.. All animals have hearts.,All dogs have hearts.,True
1996,First-Order Logic,Universal Generalization,F1,All dogs are animals.. All animals need oxygen.,All dogs need oxygen.,True
1997,First-Order Logic,Universal Generalization,F1,All dogs are animals.. Some animals are in zoos.,All dogs are in zoos.,False
1998,First-Order Logic,Universal Generalization,F1,All unicorns are mythical creatures.. All mythical creatures have horns.,All unicorns have horns,True
1999,First-Order Logic,Universal Generalization,F1,All dragons are mythical creatures.. All mythical creatures can breathe fire.,All dragons can breathe fire.,True
2000,First-Order Logic,Universal Generalization,F1,All mermaids are mythical creatures.. All mythical creatures can live in water.,All mermaids can live in water.,True
