,premise,hypothesis,gold,predict,error
1172,"After an action is performed, things normally remain as they were.. Any time the robot marinates a chicken, the chicken will be in the oven tray.. If a chicken is in the oven tray, after the robot moves it into the oven, the chicken will be in the oven.. If a chicken is in the oven, after the robot presses the button, the chicken will be cooked in the oven.. Initially, the chicken is not in the oven.. Initially, the chicken is not in the oven tray.. Initially, the chicken is not cooked in the oven.. Initially, the chicken is not marinated.","After the robot marinates the chicken, waits, and then moves the oven tray into the oven, waits, and then presses the button, the chicken will be cooked in the oven.",1,1,0
1173,"After an action is performed, things normally remain as they were.. When the robot grasps an item, the item will normally be in its hand.. When the robot moves an item into the shopping cart, the item will normally be in the shopping cart.. Moving an item that is not in the hand is an exception to this rule.. Initially the item is not in the hand.. Initially, the item is not on the table.","After the robot grasps an item, waits, and the movies into the shopping cart, the item will be in the shopping cart.",1,1,0
1174,"After an action is performed, things normally remain as they were.. When the robot grasps an item, the item will normally be in its hand.. When the robot moves an item into the shopping cart, the item will normally be in the shopping cart.. Moving an item that is not in the hand is an exception to this rule.. Initially the item is not in the hand.. Initially, the item is not on the table.","The robot waits and then moves an item, the item will be in the shopping cart.",0,0,0
1175,"After an action is performed, things normally remain as they were.. When Bob goes out of the house, he will normally be at work.. When Bob is at work, the house will normally be empty.. Bob having guests at home is an exception to this rule.. Initially Bob is not at work.. Initially Bob does not have guests.","When Bob goes out of the house, the house will be empty.",1,1,0
1176,"After an action is performed, things normally remain as they were.. When Bob goes out of the house, he will normally be at work.. When Bob is at work, the house will normally be empty.. Bob having guests at home is an exception to this rule.. Initially Bob is not at work.. Initially Bob has guests.","When Bob goes out of the house, the house will be empty.",0,1,1
1177,"After an action is performed, things normally remain as they were.. An item is in the cart if and only if it is not on the shelf.. When Bob grabs an item, the item will normally be in his hand.. When Bob moves an item into the cart, the block will normally be in the cart.. Moving an item that is not in the hand is an exception to this rule.. Initially the item is not in his hand.. Initially the item is on the shelf","After Bob grabs an item, waits, and then moves it into the cart, the item will not be on the shelf.",1,0,1
1178,"After an action is performed, things normally remain as they were.. There are 2 blocks on the floor.. When the robot grasps a block, the block will normally be in the hand.. When the robot moves a block on top of another block, it will make a tower.. Moving a block next to another block is an exception to this rule.. Initially block A and block B are on the floor.. Initially a tower is not made.","After the Robot grasps block A, waits, and the moves block A on top of block B, a tower will be made on the floor.",1,1,0
1179,"After an action is performed, things normally remain as they were.. A bag is on the table if and only if Bob is not at school.. When Bob grabs a bag, he will normally be at school.. When Bob moves a bag onto the table, the bag will normally be on the table.. Initially Bob is not at school","After Bob grabs a bag, waits, and then moves it onto the table, Bob is not at school.",1,1,0
1180,"After an action is performed, things normally remain as they were.. A toy is on the shelf if and only if it is not on the floor.. When Tim grabs a toy, the toy will normally be in his hand.. When Tim keeps a toy on the shelf, the toy will normally be on the shelf.. Keeping a toy that is not in the hand is an exception to this rule.. Initially the toy is on the floor.. Initially the toy is not in the hand.","Tim grabs a toy, waits, and then places is on the shelf, the toy will not be on the floor.",1,0,1
1181,"After an action is performed, things normally remain as they were.. When Bob grabs an item, the item will be normally in the hand.. When Bob moves an item into the cart, the item will normally be in the cart.. Moving an item that is not in the hand is an exception to this rule.. Initially item A was not in the cart. After the robot moved item A into the cart, and then waited, item A was in the cart.",Item A was in the hand.,1,1,0
1182,"After an action is performed, things normally remain as they were.. When Bob grabs an item, the item will be normally in the hand.. When Bob moves an item into the cart, the item will normally be in the cart.. Moving an item that is not in the hand is an exception to this rule.. Initially item A was not in the cart. After the robot grasps item A, waits, and then moves item A into the cart, item A is in the cart.",Item A was in the hand.,0,0,0
1183,"After an action is performed, things normally remain as they were.. A toy is on the shelf if and only if it is not on the floor.. When Tim grabs a toy, the toy will normally be in his hand.. When Tim keeps a toy on the shelf, the toy will normally be on the shelf.. Keeping a toy that is not in the hand is an exception to this rule.. Initially the toy is not in the hand.. Tim grabs a toy, waits, and then places is on the shelf, the toy will not be on the floor.",Initially the toy is on the floor.,1,0,1
1184,"After an action is performed, things normally remain as they were.. A toy is on the shelf if and only if it is not on the floor.. When Tim grabs a toy, the toy will normally be in his hand.. When Tim keeps a toy on the shelf, the toy will normally be on the shelf.. Keeping a toy that is not in the hand is an exception to this rule.. Initially the toy is on the floor.. Tim grabs a toy, waits, and then places is on the shelf, the toy will not be on the floor",Initially the toy is not in Tim’s hand.,1,1,0
1185,"If Bob is home alone, he will play video games. Bob is home alone",Bob will play video games.,1,1,0
1186,"If it is sunny today, I will wear my sunglasses.. It is sunny today.",I will wear my sunglasses.,1,1,0
1187,"If the clock shows 8PM, Alice will have dinner.. It is 8 PM.",Alice will have dinner.,1,1,0
1188,"If Cam buys 3 shirts, he gets a chocolate.. Cam bought 3 shirts",Cam gets a chocolate.,1,1,0
1189,"If Hamilton places last in the race, he will be knocked out of the championship.. Hamilton placed last in the race.",Hamilton is knocked out of the championship.,1,1,0
1190,"If Bob falls off the bike, he will be injured.. Bob is not injured",Bob did not fall off the bike.,1,1,0
1191,"If I get 50 marks in my mid-term, I will fail.. I did not fail.",I did not get 50 marks in my mid-term.,1,1,0
1192,"If both teams test negative for COVID, the match will be played today.. The match was not played today.",Both teams did not test negative for COVID.,1,1,0
1193,"If Bob gets married, he will go to Hawaii.. Bob didn’t go to Hawaii",Bob didn’t get married.,1,1,0
1194,"If Bob was drinking and driving, he would be fined for 500$.. Bob was not fined 500$.",Bob was not drinking and driving.,1,1,0
1195,All calicos are felines.. All felines are animals.,All calicos are animals.,1,1,0
1196,All tigers are cats.. All cats are aggressive.,All tigers are aggressive,1,1,0
1197,Sharks can swim in water.. Sharks are fish.,All fish can swim in water.,0,1,1
1198,MacBook Pros are a type of laptop.. All laptops can perform complicated mathematical operations.,MacBook Pros can perform complicated mathematical operations.,1,1,0
1199,All iPhone's are a type of smartphone.. All smartphones have a speaker.,All iPhones have a speaker.,1,1,0
1200,"If anyone is thirsty, they will drink water.. Bob is thirsty.",Bob will drink water.,1,1,0
1201,"If anyone is hosting a party, they will play pop music.. Bob is hosting a party.",Bob will play pop music.,1,1,0
1202,"If anyone eats fast food everyday, they will fall sick.. Alice eats fast food everyday.",Alice will fall sick.,1,1,0
